timestamp,open,high,low,close,volume,volume_currency,volume_quote,confirm,symbol,inst_id,bar,source,venue
2026-05-05T18:00:00Z,2362.36,2374.11,2362.27,2371.22,674409.18,67440.918,159834970.40045,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-05T19:00:00Z,2371.21,2375.55,2368.3,2370.82,497427.12,49742.712,117969255.03504,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-05T20:00:00Z,2370.82,2386.5,2370.31,2381.51,1091682.44,109168.244,259849708.01526,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-05T21:00:00Z,2381.51,2387.7,2367.11,2374.42,821249.21,82124.921,195190771.38429,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-05T22:00:00Z,2374.42,2380.93,2352,2366.33,1677243.04,167724.304,396703057.31636,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-05T23:00:00Z,2366.32,2368.86,2353.4,2359.7,963988.17,96398.817,227512326.99858,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T00:00:00Z,2359.7,2367,2353,2363.44,896890.66,89689.066,211722344.7049,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T01:00:00Z,2363.44,2376,2361.5,2372.13,1039180.17,103918.017,246293701.50721,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T02:00:00Z,2372.13,2372.99,2359,2368.54,889010,88901,210296287.59068,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T03:00:00Z,2368.53,2379.85,2366.63,2375.49,1004685.85,100468.585,238497746.34025,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T04:00:00Z,2375.49,2378,2359.2,2365.03,1001110.92,100111.092,237175792.32185,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T05:00:00Z,2365.02,2366,2353.61,2364.28,1074622.84,107462.284,253632268.39652,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T06:00:00Z,2364.28,2370.72,2360,2369.6,790908.84,79090.884,187127725.97612,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T07:00:00Z,2369.59,2374.14,2367.71,2370.3,709638.27,70963.827,168260835.12725,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T08:00:00Z,2370.3,2395.68,2368.01,2393.48,2782896.6,278289.66,663301633.67118,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T09:00:00Z,2393.47,2417.96,2383.47,2411.88,4978028.01,497802.801,1195634158.1899,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T10:00:00Z,2411.87,2414.55,2404.12,2409.03,1727822.61,172782.261,416463772.55954,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T11:00:00Z,2409.02,2423.77,2407.05,2409.78,2660018.67,266001.867,642335068.64153,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T12:00:00Z,2409.77,2412.98,2397.19,2403.89,2092681.19,209268.119,503444284.732,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T13:00:00Z,2403.9,2403.9,2363.59,2367.6,5335040.83,533504.083,1270053789.97265,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T14:00:00Z,2367.6,2372.28,2344,2358.6,5212340.92,521234.092,1229657891.03686,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T15:00:00Z,2358.6,2365.28,2353.24,2357.91,1583847.41,158384.741,373598322.14317,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T16:00:00Z,2357.92,2368.44,2349.2,2357.06,1738226.14,173822.614,409697810.55976,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T17:00:00Z,2357.05,2360,2346.25,2349.19,936631.24,93663.124,220282355.79657,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T18:00:00Z,2349.19,2351.57,2335.31,2344.11,1826319.33,182631.933,428128989.44797,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T19:00:00Z,2344.1,2349.34,2341.33,2348.05,540480.37,54048.037,126749247.74786,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T20:00:00Z,2348.05,2356.4,2343.99,2350.18,899117.87,89911.787,211309140.5006,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T21:00:00Z,2350.18,2356.94,2344.7,2353.62,413893.62,41389.362,97342990.67098,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T22:00:00Z,2353.62,2354.35,2343.83,2346.38,427793.65,42779.365,100454011.17723,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-06T23:00:00Z,2346.38,2350.94,2337.29,2350.15,743338.2,74333.82,174186939.99922,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-07T00:00:00Z,2350.15,2351.81,2327.59,2328.18,1596597.74,159659.774,373248354.92248,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-07T01:00:00Z,2328.18,2334.1,2311.44,2326.21,2632122.02,263212.202,611756147.09735,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-07T02:00:00Z,2326.2,2326.9,2312.54,2321.17,1645926.6,164592.66,381544557.22036,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-07T03:00:00Z,2321.16,2324.88,2314.3,2321.29,678054.53,67805.453,157339137.96199,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
2026-05-07T04:00:00Z,2321.3,2326.68,2316.58,2326.5,696077.44,69607.744,161713708.56965,1,ETH-USDT-SWAP,ETH-USDT-SWAP,1h,OKX_PUBLIC_CANDLES_RESEARCH_ONLY,OKX
