timestamp,open,high,low,close,volume
2025-01-02 09:00:00,140387.0,141061.0,140341.0,140831.0,6955671727.26
2025-01-02 09:05:00,140831.0,140859.0,140571.0,140663.0,4037512896.45
2025-01-02 09:10:00,140658.0,140715.0,140433.0,140450.0,3236673707.36
2025-01-02 09:15:00,140450.0,140479.0,140260.0,140277.0,2842326143.83
2025-01-02 09:20:00,140277.0,140375.0,140214.0,140369.0,2606931292.63
2025-01-02 09:25:00,140375.0,140456.0,140295.0,140306.0,2681030491.89
2025-01-02 09:30:00,140306.0,140335.0,140024.0,140035.0,4415824869.89
2025-01-02 09:35:00,140041.0,140052.0,139638.0,139701.0,6050177482.7
2025-01-02 09:40:00,139701.0,139764.0,139614.0,139678.0,3631050830.61
2025-01-02 09:45:00,139678.0,139747.0,139568.0,139626.0,3188153779.96
2025-01-02 09:50:00,139620.0,139689.0,139540.0,139655.0,3088086894.33
2025-01-02 09:55:00,139655.0,139828.0,139586.0,139793.0,2868564003.53
2025-01-02 10:00:00,139793.0,139839.0,139638.0,139655.0,3598329229.43
2025-01-02 10:05:00,139661.0,139885.0,139638.0,139845.0,3723213414.99
2025-01-02 10:10:00,139845.0,139937.0,139672.0,139707.0,4598778443.08
2025-01-02 10:15:00,139712.0,139770.0,139620.0,139649.0,3961755032.09
2025-01-02 10:20:00,139655.0,139707.0,139580.0,139684.0,3285904882.33
2025-01-02 10:25:00,139689.0,139782.0,139563.0,139580.0,3273106118.21
2025-01-02 10:30:00,139586.0,139603.0,139148.0,139159.0,7601392418.92
2025-01-02 10:35:00,139159.0,139240.0,138825.0,138854.0,7056146184.03
2025-01-02 10:40:00,138854.0,139015.0,138773.0,138940.0,6016389470.09
2025-01-02 10:45:00,138934.0,139061.0,138906.0,138975.0,3222408411.69
2025-01-02 10:50:00,138980.0,139055.0,138929.0,138957.0,2189712058.91
2025-01-02 10:55:00,138957.0,139130.0,138934.0,139021.0,3831244883.22
2025-01-02 11:00:00,139021.0,139073.0,138911.0,139021.0,3344446569.56
2025-01-02 11:05:00,139015.0,139044.0,138888.0,138894.0,2666395831.15
2025-01-02 11:10:00,138894.0,138940.0,138842.0,138917.0,2967870295.85
2025-01-02 11:15:00,138923.0,138952.0,138727.0,138825.0,4344352041.86
2025-01-02 11:20:00,138825.0,138865.0,138738.0,138813.0,2742750859.68
2025-01-02 11:25:00,138813.0,138836.0,138669.0,138727.0,4078525540.83
2025-01-02 11:30:00,138721.0,138848.0,138704.0,138808.0,3526955796.01
2025-01-02 11:35:00,138808.0,139246.0,138785.0,139223.0,5844027193.08
2025-01-02 11:40:00,139223.0,139591.0,139205.0,139499.0,6186658935.45
2025-01-02 11:45:00,139499.0,139759.0,139499.0,139655.0,5384558567.47
2025-01-02 11:50:00,139655.0,139759.0,139545.0,139672.0,4171403509.8
2025-01-02 11:55:00,139672.0,139718.0,139442.0,139488.0,4243119923.09
2025-01-02 12:00:00,139493.0,139730.0,139488.0,139707.0,3971999026.95
2025-01-02 12:05:00,139712.0,139724.0,139568.0,139597.0,2461376245.7
