date,strategy,gross_return,trading_cost_return,funding_return,net_return,normalized_nav,drawdown,turnover,gross_long,gross_short_abs,net_exposure,open_positions,kill_switch_active,engine_version,prev_chain_sha256,chain_sha256
2026-09-15,V12_LS_70_30_StopVol,-0.006897623945912086,0.0003435718853017835,1.0346320208943926e-07,-0.007241195831213869,0.9977295721138643,-0.013460782933767845,0.29029117855072306,0.1109213381591916,0.10437827611838213,0.006543062040809473,11,False,DELTA_V12_ENGINE_1.0,4c0dc0976a9226a708a1bc2becd79177829513a5391b3b2d8f9747c114a94d56,0b81e96f09231baac560638bb076defa177e9a5366743a6a334b9f06b4a36fc3
2026-09-16,V12_LS_50_50,0.02295368070876199,0.000275,-1.2017421168750017e-06,0.02267868070876199,1.0570398931734364,0.0,0.25,0.30000000000000004,0.30000000000000004,0.0,12,False,DELTA_V12_ENGINE_1.0,0b81e96f09231baac560638bb076defa177e9a5366743a6a334b9f06b4a36fc3,a898b1fd54d4842c38705f95ac3ccf989e82504e4cad1d3c29d791f32109ccc1
2026-09-16,V12_LS_50_50_StopVol,0.01182172962412259,0.00018643626078878895,-2.624048881961634e-06,0.0116352933633338,1.0300765228618554,0.0,0.17838685508262392,0.15120499233096826,0.135088488295926,0.016116504035042258,12,False,DELTA_V12_ENGINE_1.0,a898b1fd54d4842c38705f95ac3ccf989e82504e4cad1d3c29d791f32109ccc1,e99489077629d24a3bf711b2117bbc2fc212895a6f97cb9b08fe52c16e26aa37
2026-09-16,V12_LS_70_30,0.03476537665736942,0.000229,-9.284455083907698e-05,0.03453637665736942,1.033132450603352,0.0,0.23,0.41999999999999993,0.18,0.23999999999999996,12,False,DELTA_V12_ENGINE_1.0,e99489077629d24a3bf711b2117bbc2fc212895a6f97cb9b08fe52c16e26aa37,8ee6ae09859110ba740dee47fa94cbdca0c3591cf58e6cbbe93478e84b7758d0
2026-09-16,V12_LS_70_30_StopVol,0.017867269318346056,0.0001589602209126483,-4.376913735626803e-05,0.017708309097433407,1.0153976757725067,0.0,0.16560772116446362,0.21168698926335555,0.0810530929775556,0.13063389628579994,12,False,DELTA_V12_ENGINE_1.0,8ee6ae09859110ba740dee47fa94cbdca0c3591cf58e6cbbe93478e84b7758d0,c39b99a5a9af1bb99afaf4af114e627e7b498aafba03d0f8e81de46a6fd4ad3a
2026-09-17,V12_LS_50_50,0.02169258550411299,0.0004595,0.00010628434266356,0.02123308550411299,1.0794841116064464,0.0,0.39999999999999997,0.25,0.15000000000000002,0.1,8,False,DELTA_V12_ENGINE_1.0,c39b99a5a9af1bb99afaf4af114e627e7b498aafba03d0f8e81de46a6fd4ad3a,d694739684dd99adc5ebb466749b2777926a7c7316d785c8b3691c986aecf71a
2026-09-17,V12_LS_50_50_StopVol,0.012199075863508494,0.0002739202066640218,5.039471053527057e-05,0.011925155656844473,1.042360345735444,0.0,0.22683697742653108,0.1078186258999865,0.08115292319663006,0.026665702703356442,8,False,DELTA_V12_ENGINE_1.0,d694739684dd99adc5ebb466749b2777926a7c7316d785c8b3691c986aecf71a,0c72df68edab5dc193ddb67c229b9f2445565f069b31044b056bc24cf27d60de
2026-09-17,V12_LS_70_30,0.039925537063159676,0.00039329999999999996,9.4098221292484e-05,0.03953223706315968,1.0739744875582466,0.0,0.36000000000000004,0.35,0.09,0.25999999999999995,8,False,DELTA_V12_ENGINE_1.0,0c72df68edab5dc193ddb67c229b9f2445565f069b31044b056bc24cf27d60de,8c0c034617b8029535c49fd1cbdf23fec1f6825c161eedafe901d4ebee7344c9
2026-09-17,V12_LS_70_30_StopVol,0.020674742699993955,0.00022637203209621918,4.441508556073141e-05,0.020448370667897734,1.0361609038220247,0.0,0.2010750841228199,0.15094607625998108,0.04869175391797803,0.10225432234200305,8,False,DELTA_V12_ENGINE_1.0,8c0c034617b8029535c49fd1cbdf23fec1f6825c161eedafe901d4ebee7344c9,51eebc27cc93cf064b320d05d02e09b3224a4f8f823ec0fd83fc703dc0ff0b88
2026-09-18,V12_LS_50_50,0.021923616255052673,0.0007044999999999999,7.236391492436003e-05,0.021219116255052673,1.1023898104661058,0.0,0.5499999999999999,0.35000000000000003,0.1,0.25,9,False,DELTA_V12_ENGINE_1.0,51eebc27cc93cf064b320d05d02e09b3224a4f8f823ec0fd83fc703dc0ff0b88,70574b5cfc45936ec21a1a72c37a3a7c71dbcd732eaf21a214e65867fea2cb78
2026-09-18,V12_LS_50_50_StopVol,0.006138432404710675,0.0005497376561567751,3.887141248704807e-05,0.005588694748553899,1.0481857795257565,0.0,0.41899456974146,0.1790888345070677,0.0589436946954105,0.12014513981165718,9,False,DELTA_V12_ENGINE_1.0,70574b5cfc45936ec21a1a72c37a3a7c71dbcd732eaf21a214e65867fea2cb78,863173de76b20e1965ea2d317cdc9644a00227a9c708dda4e0baaf424704455f
2026-09-18,V12_LS_70_30,0.040624414898358815,0.0005922999999999999,1.36668442999e-05,0.04003211489835882,1.1169679576420846,0.0,0.49,0.48999999999999994,0.06,0.42999999999999994,9,False,DELTA_V12_ENGINE_1.0,863173de76b20e1965ea2d317cdc9644a00227a9c708dda4e0baaf424704455f,b5e92425c92483cd350e22ede5f596eb662770412a4e8d646500ec1c55597672
2026-09-18,V12_LS_70_30_StopVol,0.01583250976587659,0.0004501128721417781,9.448799655302785e-06,0.015382396893734811,1.052099542090386,0.0,0.3640451481547562,0.2507243683098947,0.0353662168172463,0.21535815149264842,9,False,DELTA_V12_ENGINE_1.0,b5e92425c92483cd350e22ede5f596eb662770412a4e8d646500ec1c55597672,dde04615d5c5c443a335ebe2502fff1b71ee46bbe78a1b5212a6bb45acab2dad
2026-09-19,V12_LS_50_50,-0.012547340055273732,0.0002625,8.168159064424003e-05,-0.012809840055273733,1.0882683733154714,-0.012809840055273747,0.25,0.25,0.15000000000000002,0.1,8,False,DELTA_V12_ENGINE_1.0,dde04615d5c5c443a335ebe2502fff1b71ee46bbe78a1b5212a6bb45acab2dad,129f495d0f0c14efde8686dc8d18197d3cf99a1c66f59f1c0794d169d8b85bbf
2026-09-19,V12_LS_50_50_StopVol,-0.004335953358071613,0.0001624601510942066,7.589680658847181e-05,-0.0044984135091658195,1.0434706064550223,-0.0044984135091659105,0.15026033885586965,0.12158027665967246,0.08651972119693656,0.03506055546273589,8,False,DELTA_V12_ENGINE_1.0,129f495d0f0c14efde8686dc8d18197d3cf99a1c66f59f1c0794d169d8b85bbf,66b5ee1af33a238c34ec801aeaac3cb75fc0220a628e49ffaf8cbc6349bf73d4
2026-09-19,V12_LS_70_30,-0.018430569163023873,0.00033549999999999997,-6.4617176523119914e-06,-0.018766069163023872,1.0960068596960917,-0.018766069163023924,0.31,0.35,0.09,0.25999999999999995,8,False,DELTA_V12_ENGINE_1.0,66b5ee1af33a238c34ec801aeaac3cb75fc0220a628e49ffaf8cbc6349bf73d4,cc3a9d7ba379e76d8247cbba09ad0f91c88e9e92ac26df860e0517a12fca6567
2026-09-19,V12_LS_70_30_StopVol,-0.006264462169349696,0.0002090134049695626,1.983052786732224e-05,-0.006473475574319258,1.0452888014029116,-0.006473475574319099,0.18830365319699657,0.1702123873235414,0.05191183271816193,0.11830055460537947,8,False,DELTA_V12_ENGINE_1.0,cc3a9d7ba379e76d8247cbba09ad0f91c88e9e92ac26df860e0517a12fca6567,fdc534f6559ac986c9079e5bef9fa228d2993bb4eee018f09cd036b3dc038976
