execution_date,signal_date,strategy,symbol,side,score,vol30_daily,target_weight,selection_persistence_days,lookahead_guard
2026-09-24,2026-09-23,V13_LS_50_50,ARB,LONG,1.1140162137856437,0.11206712140327216,0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,MET,LONG,1.3327369379405758,0.07120816753267288,0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,MUBARAK,LONG,1.7871094732468453,0.18345665630688104,0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,NEAR,LONG,1.9296815964563758,0.07295059577206602,0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,UNI,LONG,1.3294415784188311,0.06953980385759734,0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,USELESS,LONG,2.411452197872455,0.18257834924976368,0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,BEAT,SHORT,-0.8611539663885704,0.08781247018200493,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,BILL,SHORT,-1.0153751262382134,0.049279917411364595,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,CAP,SHORT,-0.8730830995617251,0.10604042649824942,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,CASHCAT,SHORT,-1.1144171730676224,0.11953512304238728,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,H,SHORT,-1.4917361891156284,0.06076661896469938,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,LAB,SHORT,-0.803201565637687,0.14592133491236145,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50,PAXG,SHORT,-0.6908061998942265,0.01071419185044672,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,ARB,LONG,1.1140162137856437,0.11206712140327216,0.017846447512495877,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,MET,LONG,1.3327369379405758,0.07120816753267288,0.028086665747750462,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,MUBARAK,LONG,1.7871094732468453,0.18345665630688104,0.010901757615457993,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,NEAR,LONG,1.9296815964563758,0.07295059577206602,0.027415814481474506,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,UNI,LONG,1.3294415784188311,0.06953980385759734,0.02876050677530775,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,USELESS,LONG,2.411452197872455,0.18257834924976368,0.010954201350917236,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,BEAT,SHORT,-0.8611539663885704,0.08781247018200493,-0.022775808445596516,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,BILL,SHORT,-1.0153751262382134,0.049279917411364595,-0.04058448360018505,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,CAP,SHORT,-0.8730830995617251,0.10604042649824942,-0.01886073138373333,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,CASHCAT,SHORT,-1.1144171730676224,0.11953512304238728,-0.01673148401153022,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,H,SHORT,-1.4917361891156284,0.06076661896469938,-0.03291280696663151,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,LAB,SHORT,-0.803201565637687,0.14592133491236145,-0.013706014964851954,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_50_50_StopVol,PAXG,SHORT,-0.6908061998942265,0.01071419185044672,-0.05,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,ARB,LONG,1.1140162137856437,0.11206712140327216,0.06999999999999999,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,MET,LONG,1.3327369379405758,0.07120816753267288,0.06999999999999999,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,MUBARAK,LONG,1.7871094732468453,0.18345665630688104,0.06999999999999999,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,NEAR,LONG,1.9296815964563758,0.07295059577206602,0.06999999999999999,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,UNI,LONG,1.3294415784188311,0.06953980385759734,0.06999999999999999,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,USELESS,LONG,2.411452197872455,0.18257834924976368,0.06999999999999999,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,BEAT,SHORT,-0.8611539663885704,0.08781247018200493,-0.03,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,BILL,SHORT,-1.0153751262382134,0.049279917411364595,-0.03,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,CAP,SHORT,-0.8730830995617251,0.10604042649824942,-0.03,2,signal_close_then_next_daily_open
2026-09-24,2026-09-23,V13_LS_70_30,CASHCAT,SHORT,-1.1144171730676224,0.11953512304238728,-0.03,2,signal_close_then_next_daily_open
