date,strategy,symbol,event,side,price,entry_price,signed_weight,stop_level,take_level,stop_pct,take_pct,trailing_pct
2026-09-24,V13_LS_50_50,ARB,ENTRY,LONG,0.21594,0.21594,0.05,,,0.2801678035081804,0.5603356070163608,0.16810068210490825
2026-09-24,V13_LS_50_50,BEAT,ENTRY,SHORT,0.08917,0.08917,-0.05,,,0.21953117545501233,0.43906235091002466,0.13171870527300739
2026-09-24,V13_LS_50_50,BILL,ENTRY,SHORT,0.01227,0.01227,-0.05,,,0.12319979352841148,0.24639958705682297,0.0739198761170469
2026-09-24,V13_LS_50_50,BILL,STOP_INTRADAY,SHORT,0.013176996879956167,0.01227,-0.05,0.013176996879956167,0.009246677066812783,,,
2026-09-24,V13_LS_50_50,CAP,ENTRY,SHORT,0.05319,0.05319,-0.05,,,0.2651010662456236,0.5302021324912471,0.15906063974737414
2026-09-24,V13_LS_50_50,CASHCAT,ENTRY,SHORT,0.15535,0.15535,-0.05,,,0.29883780760596823,0.5976756152119365,0.17930268456358092
2026-09-24,V13_LS_50_50,H,ENTRY,SHORT,0.05733,0.05733,-0.05,,,0.15191654741174845,0.3038330948234969,0.09114992844704907
2026-09-24,V13_LS_50_50,H,STOP_INTRADAY,SHORT,0.06255562539786932,0.05733,-0.05,0.06255562539786932,0.039911248673768926,,,
2026-09-24,V13_LS_50_50,LAB,ENTRY,SHORT,0.0551,0.0551,-0.05,,,0.35,0.7,0.21888200236854216
2026-09-24,V13_LS_50_50,MET,ENTRY,LONG,0.3434,0.3434,0.05,,,0.1780204188316822,0.3560408376633644,0.10681225129900931
2026-09-24,V13_LS_50_50,MUBARAK,ENTRY,LONG,0.052914,0.052914,0.05,,,0.35,0.7,0.25
2026-09-24,V13_LS_50_50,NEAR,ENTRY,LONG,4.33,4.33,0.05,,,0.18237648943016505,0.3647529788603301,0.10942589365809902
2026-09-24,V13_LS_50_50,PAXG,ENTRY,SHORT,4285.6,4285.6,-0.05,,,0.06,0.12,0.04
2026-09-24,V13_LS_50_50,UNI,ENTRY,LONG,9.237,9.237,0.05,,,0.17384950964399334,0.3476990192879867,0.104309705786396
2026-09-24,V13_LS_50_50,USELESS,ENTRY,LONG,0.29472,0.29472,0.05,,,0.35,0.7,0.25
2026-09-24,V13_LS_50_50_StopVol,ARB,ENTRY,LONG,0.21594,0.21594,0.017846447512495877,,,0.2801678035081804,0.5603356070163608,0.16810068210490825
2026-09-24,V13_LS_50_50_StopVol,BEAT,ENTRY,SHORT,0.08917,0.08917,-0.022775808445596516,,,0.21953117545501233,0.43906235091002466,0.13171870527300739
2026-09-24,V13_LS_50_50_StopVol,BILL,ENTRY,SHORT,0.01227,0.01227,-0.04058448360018505,,,0.12319979352841148,0.24639958705682297,0.0739198761170469
2026-09-24,V13_LS_50_50_StopVol,BILL,STOP_INTRADAY,SHORT,0.013176996879956167,0.01227,-0.04058448360018505,0.013176996879956167,0.009246677066812783,,,
2026-09-24,V13_LS_50_50_StopVol,CAP,ENTRY,SHORT,0.05319,0.05319,-0.01886073138373333,,,0.2651010662456236,0.5302021324912471,0.15906063974737414
2026-09-24,V13_LS_50_50_StopVol,CASHCAT,ENTRY,SHORT,0.15535,0.15535,-0.01673148401153022,,,0.29883780760596823,0.5976756152119365,0.17930268456358092
2026-09-24,V13_LS_50_50_StopVol,H,ENTRY,SHORT,0.05733,0.05733,-0.03291280696663151,,,0.15191654741174845,0.3038330948234969,0.09114992844704907
2026-09-24,V13_LS_50_50_StopVol,H,STOP_INTRADAY,SHORT,0.06255562539786932,0.05733,-0.03291280696663151,0.06255562539786932,0.039911248673768926,,,
2026-09-24,V13_LS_50_50_StopVol,LAB,ENTRY,SHORT,0.0551,0.0551,-0.013706014964851954,,,0.35,0.7,0.21888200236854216
2026-09-24,V13_LS_50_50_StopVol,MET,ENTRY,LONG,0.3434,0.3434,0.028086665747750462,,,0.1780204188316822,0.3560408376633644,0.10681225129900931
2026-09-24,V13_LS_50_50_StopVol,MUBARAK,ENTRY,LONG,0.052914,0.052914,0.010901757615457993,,,0.35,0.7,0.25
2026-09-24,V13_LS_50_50_StopVol,NEAR,ENTRY,LONG,4.33,4.33,0.027415814481474506,,,0.18237648943016505,0.3647529788603301,0.10942589365809902
2026-09-24,V13_LS_50_50_StopVol,PAXG,ENTRY,SHORT,4285.6,4285.6,-0.05,,,0.06,0.12,0.04
2026-09-24,V13_LS_50_50_StopVol,UNI,ENTRY,LONG,9.237,9.237,0.02876050677530775,,,0.17384950964399334,0.3476990192879867,0.104309705786396
2026-09-24,V13_LS_50_50_StopVol,USELESS,ENTRY,LONG,0.29472,0.29472,0.010954201350917236,,,0.35,0.7,0.25
2026-09-24,V13_LS_70_30,ARB,ENTRY,LONG,0.21594,0.21594,0.06999999999999999,,,0.2801678035081804,0.5603356070163608,0.16810068210490825
2026-09-24,V13_LS_70_30,BEAT,ENTRY,SHORT,0.08917,0.08917,-0.03,,,0.21953117545501233,0.43906235091002466,0.13171870527300739
2026-09-24,V13_LS_70_30,BILL,ENTRY,SHORT,0.01227,0.01227,-0.03,,,0.12319979352841148,0.24639958705682297,0.0739198761170469
2026-09-24,V13_LS_70_30,BILL,STOP_INTRADAY,SHORT,0.013176996879956167,0.01227,-0.03,0.013176996879956167,0.009246677066812783,,,
2026-09-24,V13_LS_70_30,CAP,ENTRY,SHORT,0.05319,0.05319,-0.03,,,0.2651010662456236,0.5302021324912471,0.15906063974737414
2026-09-24,V13_LS_70_30,CASHCAT,ENTRY,SHORT,0.15535,0.15535,-0.03,,,0.29883780760596823,0.5976756152119365,0.17930268456358092
2026-09-24,V13_LS_70_30,H,ENTRY,SHORT,0.05733,0.05733,-0.03,,,0.15191654741174845,0.3038330948234969,0.09114992844704907
2026-09-24,V13_LS_70_30,H,STOP_INTRADAY,SHORT,0.06255562539786932,0.05733,-0.03,0.06255562539786932,0.039911248673768926,,,
2026-09-24,V13_LS_70_30,LAB,ENTRY,SHORT,0.0551,0.0551,-0.03,,,0.35,0.7,0.21888200236854216
2026-09-24,V13_LS_70_30,MET,ENTRY,LONG,0.3434,0.3434,0.06999999999999999,,,0.1780204188316822,0.3560408376633644,0.10681225129900931
2026-09-24,V13_LS_70_30,MUBARAK,ENTRY,LONG,0.052914,0.052914,0.06999999999999999,,,0.35,0.7,0.25
2026-09-24,V13_LS_70_30,NEAR,ENTRY,LONG,4.33,4.33,0.06999999999999999,,,0.18237648943016505,0.3647529788603301,0.10942589365809902
2026-09-24,V13_LS_70_30,PAXG,ENTRY,SHORT,4285.6,4285.6,-0.03,,,0.06,0.12,0.04
2026-09-24,V13_LS_70_30,UNI,ENTRY,LONG,9.237,9.237,0.06999999999999999,,,0.17384950964399334,0.3476990192879867,0.104309705786396
2026-09-24,V13_LS_70_30,USELESS,ENTRY,LONG,0.29472,0.29472,0.06999999999999999,,,0.35,0.7,0.25
2026-09-24,V13_LS_70_30_StopVol,ARB,ENTRY,LONG,0.21594,0.21594,0.024985026517494225,,,0.2801678035081804,0.5603356070163608,0.16810068210490825
2026-09-24,V13_LS_70_30_StopVol,BEAT,ENTRY,SHORT,0.08917,0.08917,-0.013665485067357909,,,0.21953117545501233,0.43906235091002466,0.13171870527300739
2026-09-24,V13_LS_70_30_StopVol,BILL,ENTRY,SHORT,0.01227,0.01227,-0.02435069016011103,,,0.12319979352841148,0.24639958705682297,0.0739198761170469
2026-09-24,V13_LS_70_30_StopVol,BILL,STOP_INTRADAY,SHORT,0.013176996879956167,0.01227,-0.02435069016011103,0.013176996879956167,0.009246677066812783,,,
2026-09-24,V13_LS_70_30_StopVol,CAP,ENTRY,SHORT,0.05319,0.05319,-0.011316438830239996,,,0.2651010662456236,0.5302021324912471,0.15906063974737414
2026-09-24,V13_LS_70_30_StopVol,CASHCAT,ENTRY,SHORT,0.15535,0.15535,-0.010038890406918131,,,0.29883780760596823,0.5976756152119365,0.17930268456358092
2026-09-24,V13_LS_70_30_StopVol,H,ENTRY,SHORT,0.05733,0.05733,-0.019747684179978905,,,0.15191654741174845,0.3038330948234969,0.09114992844704907
2026-09-24,V13_LS_70_30_StopVol,H,STOP_INTRADAY,SHORT,0.06255562539786932,0.05733,-0.019747684179978905,0.06255562539786932,0.039911248673768926,,,
2026-09-24,V13_LS_70_30_StopVol,LAB,ENTRY,SHORT,0.0551,0.0551,-0.008223608978911171,,,0.35,0.7,0.21888200236854216
2026-09-24,V13_LS_70_30_StopVol,MET,ENTRY,LONG,0.3434,0.3434,0.03932133204685064,,,0.1780204188316822,0.3560408376633644,0.10681225129900931
2026-09-24,V13_LS_70_30_StopVol,MUBARAK,ENTRY,LONG,0.052914,0.052914,0.015262460661641188,,,0.35,0.7,0.25
2026-09-24,V13_LS_70_30_StopVol,NEAR,ENTRY,LONG,4.33,4.33,0.0383821402740643,,,0.18237648943016505,0.3647529788603301,0.10942589365809902
2026-09-24,V13_LS_70_30_StopVol,PAXG,ENTRY,SHORT,4285.6,4285.6,-0.03,,,0.06,0.12,0.04
2026-09-24,V13_LS_70_30_StopVol,UNI,ENTRY,LONG,9.237,9.237,0.040264709485430844,,,0.17384950964399334,0.3476990192879867,0.104309705786396
2026-09-24,V13_LS_70_30_StopVol,USELESS,ENTRY,LONG,0.29472,0.29472,0.015335881891284127,,,0.35,0.7,0.25
2026-09-25,V13_LS_50_50,BEAT,REBALANCE_EXIT,SHORT,0.09551,0.08917,-0.05,,,,,
2026-09-25,V13_LS_50_50,CASHCAT,STOP_INTRADAY,SHORT,0.1718361941677594,0.15535,-0.05,0.1718361941677594,0.06250109317682567,,,
2026-09-25,V13_LS_50_50,ENA,ENTRY,LONG,0.22451,0.22451,0.05,,,0.1768889610605292,0.3537779221210584,0.10613337663631751
2026-09-25,V13_LS_50_50,MET,REBALANCE_EXIT,LONG,0.3278,0.3434,0.05,,,,,
2026-09-25,V13_LS_50_50,MUBARAK,STOP_INTRADAY,LONG,0.0423075,0.052914,0.05,0.0423075,0.0899538,,,
2026-09-25,V13_LS_50_50_StopVol,BEAT,REBALANCE_EXIT,SHORT,0.09551,0.08917,-0.022775808445596516,,,,,
2026-09-25,V13_LS_50_50_StopVol,CASHCAT,STOP_INTRADAY,SHORT,0.1718361941677594,0.15535,-0.016777568548866098,0.1718361941677594,0.06250109317682567,,,
2026-09-25,V13_LS_50_50_StopVol,ENA,ENTRY,LONG,0.22451,0.22451,0.028266320125477265,,,0.1768889610605292,0.3537779221210584,0.10613337663631751
2026-09-25,V13_LS_50_50_StopVol,MET,REBALANCE_EXIT,LONG,0.3278,0.3434,0.028086665747750462,,,,,
2026-09-25,V13_LS_50_50_StopVol,MUBARAK,STOP_INTRADAY,LONG,0.0423075,0.052914,0.010952860281769927,0.0423075,0.0899538,,,
2026-09-25,V13_LS_70_30,BEAT,REBALANCE_EXIT,SHORT,0.09551,0.08917,-0.03,,,,,
2026-09-25,V13_LS_70_30,CASHCAT,STOP_INTRADAY,SHORT,0.1718361941677594,0.15535,-0.03,0.1718361941677594,0.06250109317682567,,,
2026-09-25,V13_LS_70_30,ENA,ENTRY,LONG,0.22451,0.22451,0.06999999999999999,,,0.1768889610605292,0.3537779221210584,0.10613337663631751
2026-09-25,V13_LS_70_30,MET,REBALANCE_EXIT,LONG,0.3278,0.3434,0.06999999999999999,,,,,
2026-09-25,V13_LS_70_30,MUBARAK,STOP_INTRADAY,LONG,0.0423075,0.052914,0.06999999999999999,0.0423075,0.0899538,,,
2026-09-25,V13_LS_70_30_StopVol,BEAT,REBALANCE_EXIT,SHORT,0.09551,0.08917,-0.013665485067357909,,,,,
2026-09-25,V13_LS_70_30_StopVol,CASHCAT,STOP_INTRADAY,SHORT,0.1718361941677594,0.15535,-0.01006654112931966,0.1718361941677594,0.06250109317682567,,,
2026-09-25,V13_LS_70_30_StopVol,ENA,ENTRY,LONG,0.22451,0.22451,0.03957284817566816,,,0.1768889610605292,0.3537779221210584,0.10613337663631751
