date,strategy,symbol,side,signed_weight,entry_price,best_price,funding_rate_daily,funding_model
2026-09-24,V13_LS_50_50_StopVol,BEAT,SHORT,-0.022775808445596516,0.08917,0.0883,0.0005699246136153,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,CAP,SHORT,-0.01886073138373333,0.05319,0.04862,0.0005539942794588,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,CASHCAT,SHORT,-0.01673148401153022,0.15535,0.14571,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,LAB,SHORT,-0.013706014964851954,0.0551,0.05366,0.00036850310505880004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,MET,LONG,0.028086665747750462,0.3434,0.3629,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,MUBARAK,LONG,0.010901757615457993,0.052914,0.05641,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,NEAR,LONG,0.027415814481474506,4.33,4.825,0.0001692113156116,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,PAXG,SHORT,-0.05,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,UNI,LONG,0.02876050677530775,9.237,9.456,-1.7947189898999997e-05,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_50_50_StopVol,USELESS,LONG,0.010954201350917236,0.29472,0.31105,0.000334461533907,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,ARB,LONG,0.06999999999999999,0.21594,0.22344,-0.0005781527456396999,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,BEAT,SHORT,-0.03,0.08917,0.0883,0.0005699246136153,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,CAP,SHORT,-0.03,0.05319,0.04862,0.0005539942794588,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,CASHCAT,SHORT,-0.03,0.15535,0.14571,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,LAB,SHORT,-0.03,0.0551,0.05366,0.00036850310505880004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,MET,LONG,0.06999999999999999,0.3434,0.3629,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,MUBARAK,LONG,0.06999999999999999,0.052914,0.05641,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,NEAR,LONG,0.06999999999999999,4.33,4.825,0.0001692113156116,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,PAXG,SHORT,-0.03,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,UNI,LONG,0.06999999999999999,9.237,9.456,-1.7947189898999997e-05,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30,USELESS,LONG,0.06999999999999999,0.29472,0.31105,0.000334461533907,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,ARB,LONG,0.024985026517494225,0.21594,0.22344,-0.0005781527456396999,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,BEAT,SHORT,-0.013665485067357909,0.08917,0.0883,0.0005699246136153,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,CAP,SHORT,-0.011316438830239996,0.05319,0.04862,0.0005539942794588,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,CASHCAT,SHORT,-0.010038890406918131,0.15535,0.14571,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,LAB,SHORT,-0.008223608978911171,0.0551,0.05366,0.00036850310505880004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,MET,LONG,0.03932133204685064,0.3434,0.3629,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,MUBARAK,LONG,0.015262460661641188,0.052914,0.05641,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,NEAR,LONG,0.0383821402740643,4.33,4.825,0.0001692113156116,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,PAXG,SHORT,-0.03,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,UNI,LONG,0.040264709485430844,9.237,9.456,-1.7947189898999997e-05,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-24,V13_LS_70_30_StopVol,USELESS,LONG,0.015335881891284127,0.29472,0.31105,0.000334461533907,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,ARB,LONG,0.05,0.21594,0.23095,-0.0004857095014024,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,CAP,SHORT,-0.05,0.05319,0.04862,0.00047771716553810005,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,ENA,LONG,0.05,0.22451,0.27043,0.0002894117292082,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,LAB,SHORT,-0.05,0.0551,0.05366,0.0033139452270344004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,NEAR,LONG,0.05,4.33,5.213,0.00026170478202,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,PAXG,SHORT,-0.05,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,UNI,LONG,0.05,9.237,9.923,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50,USELESS,LONG,0.05,0.29472,0.31377,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,ARB,LONG,0.017991110234600937,0.21594,0.23095,-0.0004857095014024,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,CAP,SHORT,-0.018772064853185718,0.05319,0.04862,0.00047771716553810005,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,ENA,LONG,0.028266320125477265,0.22451,0.27043,0.0002894117292082,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,LAB,SHORT,-0.013657024591235772,0.0551,0.05366,0.0033139452270344004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,NEAR,LONG,0.027908829860802883,4.33,5.213,0.00026170478202,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,PAXG,SHORT,-0.05,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,UNI,LONG,0.028798937935734143,9.237,9.923,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_50_50_StopVol,USELESS,LONG,0.010979059471813556,0.29472,0.31377,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,ARB,LONG,0.06999999999999999,0.21594,0.23095,-0.0004857095014024,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,CAP,SHORT,-0.03,0.05319,0.04862,0.00047771716553810005,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,ENA,LONG,0.06999999999999999,0.22451,0.27043,0.0002894117292082,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,LAB,SHORT,-0.03,0.0551,0.05366,0.0033139452270344004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,NEAR,LONG,0.06999999999999999,4.33,5.213,0.00026170478202,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,PAXG,SHORT,-0.03,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,UNI,LONG,0.06999999999999999,9.237,9.923,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30,USELESS,LONG,0.06999999999999999,0.29472,0.31377,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,ARB,LONG,0.025187554328441306,0.21594,0.23095,-0.0004857095014024,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,CAP,SHORT,-0.011263238911911428,0.05319,0.04862,0.00047771716553810005,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,ENA,LONG,0.03957284817566816,0.22451,0.27043,0.0002894117292082,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,LAB,SHORT,-0.008194214754741464,0.0551,0.05366,0.0033139452270344004,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,NEAR,LONG,0.03907236180512403,4.33,5.213,0.00026170478202,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,PAXG,SHORT,-0.03,4285.6,4242.7,0.0003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,UNI,LONG,0.04031851311002779,9.237,9.923,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
2026-09-25,V13_LS_70_30_StopVol,USELESS,LONG,0.015370683260538977,0.29472,0.31377,0.00030000000000000003,OBSERVED_PER_PINNED_VENUE_SUMMED_TO_THE_UTC_DAY_OF_SETTLEMENT
