family,asset,param,horizon,qualified,reasons,n,net,stress,delay,top5,sample
H166,WDO,z1.0_stress,120,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,26,-0.30509627540053036,-1.3050962754005302,2.193967488202924,0.7259420553721623,DISCOVERY
H166,WDO,z1.5_inverse,60,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,24,-5.295997304505369,-6.295997304505369,-4.407176217719493,0.8288156076904204,DISCOVERY
H166,WDO,z1.5_inverse,120,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,24,-3.5613709409316336,-4.561370940931632,-5.617222600881301,0.8632481294520492,DISCOVERY
H166,WDO,z1.5_stress,60,False,MIN_TRADES|DELAY|SIDES|CALENDAR|CONCENTRATION,24,2.2959973045053688,1.295997304505369,1.4071762177194909,0.7258685856324695,DISCOVERY
H166,WDO,z1.5_stress,120,False,MIN_TRADES|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,24,0.5613709409316338,-0.4386290590683662,2.6172226008813007,0.7605289871938433,DISCOVERY
H166,WIN,z1.0_inverse,60,False,MIN_TRADES|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,26,0.3437012825735437,-0.6562987174264563,-2.1657988781991544,0.6144853984193719,DISCOVERY
H166,WIN,z1.0_inverse,120,False,MIN_TRADES|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,26,0.7066283632979017,-0.2933716367020983,-6.3291660050942955,0.6763250060560139,DISCOVERY
H166,WIN,z1.0_riskoff,60,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,26,-4.3437012825735435,-5.343701282573543,-1.834201121800846,0.7532560000400629,DISCOVERY
H166,WIN,z1.0_riskoff,120,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,26,-4.706628363297901,-5.706628363297901,2.3291660050942946,0.6291650677418473,DISCOVERY
H166,WIN,z1.5_inverse,60,False,MIN_TRADES|DELAY|SIDES|CALENDAR|CONCENTRATION,24,1.3164260289220604,0.31642602892206045,0.5342879938993382,0.6615483296533808,DISCOVERY
H166,WIN,z1.5_inverse,120,False,MIN_TRADES|DELAY|SIDES|CALENDAR|CONCENTRATION,24,2.121314725760808,1.1213147257608078,-4.242127725894381,0.7081726731738255,DISCOVERY
H166,WIN,z1.5_riskoff,60,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,24,-5.316426028922061,-6.316426028922062,-4.53428799389934,0.7751300924426766,DISCOVERY
H166,WIN,z1.5_riskoff,120,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,24,-6.121314725760808,-7.121314725760808,0.24212772589437867,0.6984659312489534,DISCOVERY
H166,WDO,z1.0_inverse,60,False,EDGE|STRESS|SIDES|CALENDAR,158,-0.5429907956925337,-1.5429907956925337,0.5468391287486025,0.16790921580724183,REPLICATION
H166,WDO,z1.0_inverse,120,False,SIDES|CALENDAR,158,2.7311387308515793,1.7311387308515795,2.6134019261606345,0.13030000956374038,REPLICATION
H166,WDO,z1.0_stress,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,158,-2.4570092043074663,-3.4570092043074663,-3.5468391287486027,0.2036152022456462,REPLICATION
H166,WDO,z1.0_stress,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,158,-5.73113873085158,-6.73113873085158,-5.613401926160636,0.21349631706617614,REPLICATION
H166,WDO,z1.5_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-4.2202508553595255,-5.220250855359527,-3.73903148941956,0.22041224829999187,REPLICATION
H166,WDO,z1.5_inverse,120,False,SIDES|CALENDAR,115,1.1471135659290261,0.14711356592902627,1.8910388848396853,0.17410539169063124,REPLICATION
H166,WDO,z1.5_stress,60,False,SIDES|CALENDAR,115,1.220250855359526,0.22025085535952585,0.7390314894195601,0.2587868415703198,REPLICATION
H166,WDO,z1.5_stress,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-4.147113565929026,-5.1471135659290255,-4.891038884839685,0.2678217514152084,REPLICATION
H166,WIN,z1.0_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,158,-1.976682821102557,-2.976682821102557,-6.344138605256252,0.19381279620301006,REPLICATION
H166,WIN,z1.0_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,158,-0.005319932302898629,-1.0053199323028987,-2.1201831757436103,0.1659570205530526,REPLICATION
H166,WIN,z1.0_riskoff,60,False,EDGE|STRESS|SIDES|CALENDAR,158,-2.023317178897444,-3.023317178897444,2.344138605256253,0.1847268077686427,REPLICATION
H166,WIN,z1.0_riskoff,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,158,-3.9946800676971015,-4.9946800676971,-1.8798168242563902,0.1769853896257892,REPLICATION
H166,WIN,z1.5_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-0.6562021579198811,-1.6562021579198811,-8.3840662780452,0.24406957402333482,REPLICATION
H166,WIN,z1.5_inverse,120,False,DELAY|SIDES|CALENDAR,115,3.164322643558743,2.164322643558743,-1.4727848131941257,0.2079902931970307,REPLICATION
H166,WIN,z1.5_riskoff,60,False,EDGE|STRESS|SIDES|CALENDAR,115,-3.343797842080118,-4.343797842080118,4.3840662780452,0.2507666132816423,REPLICATION
H166,WIN,z1.5_riskoff,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-7.1643226435587435,-8.164322643558743,-2.527215186805874,0.22494976841672612,REPLICATION
H167,WDO,z1.0_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,186,-5.749275237503773,-6.749275237503773,-5.470298267838718,0.23011019216566345,DISCOVERY
H167,WDO,z1.0_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,186,-5.3242497086527125,-6.324249708652712,-6.637337269640846,0.2017885640862151,DISCOVERY
H167,WDO,z1.0_stress,60,False,SIDES,186,2.7492752375037726,1.7492752375037735,2.470298267838717,0.15820785861920822,DISCOVERY
H167,WDO,z1.0_stress,120,False,SIDES|CALENDAR,186,2.324249708652712,1.324249708652712,3.637337269640846,0.18284436730590928,DISCOVERY
H167,WDO,z1.5_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-3.2220265918493136,-4.222026591849313,-4.715419337567748,0.323948614093629,DISCOVERY
H167,WDO,z1.5_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-3.7897830132573107,-4.789783013257312,-6.2935197270450525,0.2763322031015253,DISCOVERY
H167,WDO,z1.5_stress,60,False,EDGE|STRESS|SIDES|CALENDAR,115,0.22202659184931356,-0.7779734081506868,1.7154193375677476,0.21397715493330144,DISCOVERY
H167,WDO,z1.5_stress,120,False,STRESS|SIDES|CALENDAR,115,0.7897830132573095,-0.21021698674269065,3.2935197270450516,0.2765899571324168,DISCOVERY
H167,WIN,z1.0_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,186,-7.54289817695321,-8.542898176953212,-5.542416908825645,0.20231769231599983,DISCOVERY
H167,WIN,z1.0_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,186,-12.516473223508054,-13.516473223508054,-11.439800453103455,0.19254779634997002,DISCOVERY
H167,WIN,z1.0_riskoff,60,True,,186,3.5428981769532117,2.5428981769532117,1.5424169088256452,0.13752525482302216,DISCOVERY
H167,WIN,z1.0_riskoff,120,False,CALENDAR,186,8.516473223508052,7.516473223508051,7.439800453103459,0.14039899061701727,DISCOVERY
H167,WIN,z1.5_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-6.916746207097838,-7.916746207097838,-6.143215735429769,0.2936306615808761,DISCOVERY
H167,WIN,z1.5_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,115,-13.576067787922831,-14.576067787922831,-14.119135278344624,0.26824416028745074,DISCOVERY
H167,WIN,z1.5_riskoff,60,False,CALENDAR,115,2.916746207097839,1.9167462070978392,2.1432157354297696,0.19458973060332016,DISCOVERY
H167,WIN,z1.5_riskoff,120,False,CALENDAR,115,9.576067787922833,8.576067787922833,10.119135278344626,0.1980145484231105,DISCOVERY
H167,WDO,z1.0_inverse,60,False,SIDES|CALENDAR,354,2.217526331458974,1.2175263314589744,3.3134958896736895,0.11440566926524726,REPLICATION
H167,WDO,z1.0_inverse,120,False,SIDES|CALENDAR,354,1.880277560001514,0.880277560001514,2.5971001282633286,0.09588240014600295,REPLICATION
H167,WDO,z1.0_stress,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,354,-5.217526331458974,-6.217526331458974,-6.313495889673689,0.09729863255008328,REPLICATION
H167,WDO,z1.0_stress,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,354,-4.880277560001514,-5.880277560001514,-5.597100128263329,0.10514885513183089,REPLICATION
H167,WDO,z1.5_inverse,60,False,CALENDAR,230,3.753555695549667,2.753555695549668,3.930287137149706,0.1423546423217045,REPLICATION
H167,WDO,z1.5_inverse,120,False,SIDES|CALENDAR,230,4.055054913600196,3.055054913600196,3.6325260212540624,0.1243162899036088,REPLICATION
H167,WDO,z1.5_stress,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,230,-6.753555695549667,-7.753555695549668,-6.930287137149707,0.14955986256089285,REPLICATION
H167,WDO,z1.5_stress,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,230,-7.055054913600195,-8.055054913600195,-6.632526021254062,0.15976968242869757,REPLICATION
H167,WIN,z1.0_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,354,-2.975470735918699,-3.975470735918699,-0.15331643496372796,0.1217937796962066,REPLICATION
H167,WIN,z1.0_inverse,120,False,EDGE|STRESS|SIDES|CALENDAR,354,-4.028195359940963,-5.0281953599409634,0.15895522135484128,0.096028737182691,REPLICATION
H167,WIN,z1.0_riskoff,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,354,-1.0245292640813006,-2.0245292640813,-3.846683565036272,0.10189334110751469,REPLICATION
H167,WIN,z1.0_riskoff,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,354,0.028195359940963304,-0.9718046400590372,-4.158955221354841,0.09913490925614622,REPLICATION
H167,WIN,z1.5_inverse,60,False,EDGE|STRESS|SIDES|CALENDAR,230,-3.4038405608687436,-4.403840560868744,2.4689876679862404,0.16533646208101738,REPLICATION
H167,WIN,z1.5_inverse,120,False,EDGE|STRESS|SIDES|CALENDAR,230,-0.08772193846334903,-1.087721938463349,6.631396200167546,0.1302906508171547,REPLICATION
H167,WIN,z1.5_riskoff,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,230,-0.5961594391312561,-1.5961594391312557,-6.468987667986241,0.1406964676746505,REPLICATION
H167,WIN,z1.5_riskoff,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,230,-3.9122780615366524,-4.912278061536653,-10.631396200167547,0.15056193327267717,REPLICATION
