family,asset,param,horizon,qualified,reasons,n,net,stress,delay,top5,sample
H162,WIN,z1.5_riskoff,60,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,35,-6.303181076496823,-7.303181076496823,1.2254149746328473,0.575396782883327,REPLICATION
H162,WIN,z1.5_riskoff,120,False,MIN_TRADES|EDGE|STRESS|DELAY|SIDES|CALENDAR|CONCENTRATION,35,-4.81289601916027,-5.812896019160271,-6.574386306248623,0.4969662401599851,REPLICATION
H163,WDO,z1.0_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,162,-2.496378785072369,-3.49637878507237,-2.525567808845297,0.20867638816417086,DISCOVERY
H163,WDO,z1.0_inverse,120,False,STRESS|DELAY|SIDES|CALENDAR,162,0.39703414372384055,-0.6029658562761598,-1.0886939377627822,0.19470012235630105,DISCOVERY
H163,WDO,z1.0_stress,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,162,-0.5036212149276308,-1.5036212149276305,-0.4744321911547026,0.17503342025771534,DISCOVERY
H163,WDO,z1.0_stress,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,162,-3.39703414372384,-4.3970341437238405,-1.9113060622372182,0.1762622292903967,DISCOVERY
H163,WDO,z1.5_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,104,-1.5180433416023207,-2.5180433416023202,-2.4313782697290525,0.2912066092840795,DISCOVERY
H163,WDO,z1.5_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,104,-2.3460009572191955,-3.346000957219196,-3.914837909879755,0.27759121190140773,DISCOVERY
H163,WDO,z1.5_stress,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,104,-1.4819566583976795,-2.4819566583976798,-0.568621730270947,0.24289772140994675,DISCOVERY
H163,WDO,z1.5_stress,120,False,EDGE|STRESS|SIDES|CALENDAR,104,-0.6539990427808038,-1.6539990427808038,0.9148379098797549,0.24372411004536648,DISCOVERY
H163,WIN,z1.0_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,162,-4.7638540284097495,-5.7638540284097495,-4.244699944260108,0.17058405994376485,DISCOVERY
H163,WIN,z1.0_inverse,120,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,162,-4.815909225988762,-5.8159092259887615,-5.741471698516981,0.16897952493362292,DISCOVERY
H163,WIN,z1.0_riskoff,60,False,STRESS|SIDES|CALENDAR,162,0.7638540284097495,-0.23614597159025022,0.24469994426010833,0.14877235200485567,DISCOVERY
H163,WIN,z1.0_riskoff,120,False,STRESS|CALENDAR,162,0.8159092259887621,-0.18409077401123816,1.7414716985169805,0.1826423384011157,DISCOVERY
H163,WIN,z1.5_inverse,60,False,EDGE|STRESS|DELAY|SIDES|CALENDAR,104,-5.584251892175089,-6.584251892175089,-3.4860566801863544,0.26077290475313947,DISCOVERY
